EmployeeID,Department,HireDate,EndDate,EmployeeStatus
1324,Marketing,2021-07-09,2021-11-13,Inactive
1325,Sales,2023-06-24,2023-07-29,Inactive
1326,IT,2022-05-18,,Active
1327,HR,2022-10-27,,Active
1328,HR,2023-04-20,2023-05-11,Inactive
1329,Sales,2023-05-26,2023-06-12,Inactive
1330,Marketing,2022-03-12,2023-07-23,Inactive
1331,IT,2021-07-21,,Active
1332,HR,2023-10-17,2023-12-30,Inactive
1333,HR,2023-09-30,,Active
1334,Finance,2021-01-11,2021-10-19,Inactive
1335,Finance,2021-07-03,2023-12-16,Inactive
1336,Operations,2023-03-21,,Active
1337,IT,2023-11-26,2023-12-17,Inactive
1338,IT,2021-10-30,,Active
1339,IT,2022-03-11,2022-09-28,Inactive
1340,Finance,2022-03-20,,Active
1341,Operations,2022-09-19,,Active
1342,Finance,2022-09-18,2023-11-28,Inactive
1343,Finance,2022-09-05,2023-04-04,Inactive
1344,IT,2023-09-11,,Active
1345,IT,2021-07-17,2022-09-12,Inactive
1346,Operations,2023-05-25,2023-12-31,Inactive
1347,Sales,2022-04-26,,Active
1348,Sales,2021-04-01,2023-09-08,Inactive
1349,HR,2023-01-01,2023-11-07,Inactive
1350,Marketing,2022-03-06,2022-08-14,Inactive
1351,IT,2021-11-23,,Active
1352,HR,2021-03-24,,Active
1353,Finance,2022-08-14,,Active
1354,IT,2023-12-12,,Active
1355,Marketing,2023-07-11,,Active
1356,IT,2022-01-05,2022-03-11,Inactive
1357,Finance,2021-12-22,2023-02-07,Inactive
1358,Sales,2023-06-29,,Active
1359,IT,2023-03-10,2023-12-16,Inactive
1360,HR,2021-01-31,2022-12-16,Inactive
1361,Marketing,2023-09-06,2023-12-01,Inactive
1362,HR,2023-01-02,2023-11-18,Inactive
1363,Finance,2023-02-08,,Active
1364,HR,2021-02-11,2023-11-27,Inactive
1365,Sales,2021-05-31,,Active
1366,HR,2021-07-02,2021-08-25,Inactive
1367,Sales,2023-06-12,,Active
1368,Finance,2023-02-04,2023-02-19,Inactive
1369,IT,2021-02-23,,Active
1370,IT,2021-05-19,,Active
1371,HR,2021-05-28,,Active
1372,Sales,2023-08-01,2023-12-20,Inactive
1373,Operations,2021-08-01,2023-07-06,Inactive
1374,IT,2022-02-28,2023-05-12,Inactive
1375,Operations,2021-03-08,,Active
1376,Marketing,2022-02-23,2023-11-26,Inactive
1377,Operations,2021-12-31,,Active
1378,IT,2022-07-08,,Active
1379,Finance,2022-07-06,,Active
1380,HR,2021-09-27,2022-03-01,Inactive
1381,Operations,2023-06-02,2023-08-29,Inactive
1382,Finance,2022-07-26,2023-05-01,Inactive
1383,Finance,2023-12-02,,Active
1384,Sales,2021-01-07,,Active
1385,Operations,2021-04-24,2021-08-18,Inactive
1386,IT,2023-09-22,2023-11-20,Inactive
1387,Sales,2022-03-18,2023-10-15,Inactive
1388,Sales,2021-01-06,2023-08-02,Inactive
1389,IT,2023-12-28,2023-12-28,Inactive
1390,Finance,2023-12-22,2023-12-29,Inactive
1391,Marketing,2023-12-08,2023-12-19,Inactive
1392,Finance,2022-03-03,,Active
1393,HR,2022-12-11,2023-12-06,Inactive
1394,Operations,2021-12-10,,Active
1395,HR,2022-12-09,,Active
1396,Marketing,2023-10-01,2023-12-17,Inactive
1397,Marketing,2022-10-14,2022-11-22,Inactive
1398,IT,2023-03-21,2023-10-21,Inactive
1399,Finance,2023-05-05,2023-11-30,Inactive
1400,HR,2021-08-19,2023-10-29,Inactive
1401,Operations,2022-12-20,,Active
1402,Operations,2021-09-12,,Active
1403,Finance,2022-10-08,,Active
1404,Finance,2022-04-30,2022-09-30,Inactive
1405,Finance,2022-06-03,,Active
1406,HR,2023-10-27,2023-11-04,Inactive
1407,HR,2022-05-28,2022-09-29,Inactive
1408,HR,2022-07-15,,Active
1409,HR,2023-04-12,2023-10-02,Inactive
1410,IT,2021-11-26,2022-10-20,Inactive
1411,Sales,2022-04-21,,Active
1412,Sales,2022-05-14,,Active
1413,Finance,2022-01-02,2022-06-13,Inactive
1414,Marketing,2022-05-15,2023-10-03,Inactive
1415,Marketing,2023-07-05,,Active
1416,Sales,2022-03-08,2023-03-30,Inactive
1417,Sales,2022-01-28,,Active
1418,IT,2021-04-15,2022-04-06,Inactive
1419,Marketing,2023-12-24,2023-12-28,Inactive
1420,Sales,2021-07-01,2022-01-25,Inactive
1421,Operations,2021-02-11,2023-08-31,Inactive
1422,Sales,2023-03-05,2023-12-08,Inactive
1423,Operations,2022-04-28,,Active
1424,IT,2023-02-09,,Active
1425,Operations,2022-02-17,2022-03-20,Inactive
1426,Finance,2023-06-13,2023-10-23,Inactive
1427,Operations,2021-10-26,,Active
1428,IT,2022-11-04,2023-07-29,Inactive
1429,IT,2022-08-03,,Active
1430,HR,2021-04-19,2023-06-01,Inactive
1431,Finance,2021-11-15,,Active
1432,IT,2023-08-30,,Active
1433,IT,2021-12-09,2022-08-09,Inactive
1434,IT,2022-06-24,2023-02-11,Inactive
1435,Finance,2021-03-27,,Active
1436,Operations,2021-03-14,,Active
1437,Finance,2022-03-12,2022-05-25,Inactive
1438,Marketing,2022-01-18,2022-07-13,Inactive
1439,IT,2022-01-13,,Active
1440,Marketing,2023-01-04,,Active
1441,Sales,2023-02-15,2023-05-11,Inactive
1442,Marketing,2022-01-18,,Active
1443,Marketing,2023-03-05,,Active
1444,Operations,2021-09-13,,Active
1445,IT,2023-04-18,,Active
1446,IT,2021-05-31,2021-08-30,Inactive
1447,Sales,2023-11-25,,Active
1448,Operations,2022-10-24,2022-12-13,Inactive
1449,HR,2021-01-04,2023-01-03,Inactive
1450,IT,2021-08-24,2021-12-31,Inactive
1451,Operations,2022-07-07,,Active
1452,Sales,2022-07-03,2023-07-24,Inactive
1453,Finance,2022-06-17,,Active
1454,Finance,2022-12-12,,Active
1455,Operations,2021-07-10,2023-01-18,Inactive
1456,IT,2023-05-17,,Active
1457,Operations,2023-05-03,2023-07-27,Inactive
1458,HR,2022-10-05,2022-11-28,Inactive
1459,Marketing,2021-12-12,,Active
1460,Operations,2023-12-11,2023-12-28,Inactive
1461,IT,2022-04-18,2023-11-05,Inactive
1462,Marketing,2022-09-29,,Active
1463,Sales,2022-10-22,2023-03-26,Inactive
1464,Operations,2021-03-24,2021-12-09,Inactive
1465,Sales,2022-04-03,2023-09-04,Inactive
1466,HR,2021-02-18,2022-12-17,Inactive
1467,Sales,2023-08-06,2023-11-26,Inactive
1468,Sales,2022-07-18,2023-08-22,Inactive
1469,Finance,2021-11-02,,Active
1470,Sales,2021-06-28,,Active
1471,HR,2023-08-22,,Active
1472,IT,2023-05-19,,Active
1473,Sales,2022-04-05,2023-03-04,Inactive
1474,HR,2021-01-22,2021-05-17,Inactive
1475,IT,2022-04-04,2022-11-05,Inactive
1476,HR,2023-07-04,2023-07-30,Inactive
1477,IT,2022-04-14,2022-09-24,Inactive
1478,Operations,2022-03-08,,Active
1479,Operations,2021-06-01,,Active
1480,Marketing,2021-06-26,,Active
1481,HR,2023-07-28,2023-12-14,Inactive
1482,Sales,2021-08-14,,Active
1483,Marketing,2023-07-25,,Active
1484,Marketing,2023-01-10,,Active
1485,IT,2023-05-05,,Active
1486,Finance,2022-10-04,,Active
1487,HR,2022-02-26,,Active
1488,Finance,2022-02-20,2023-10-20,Inactive
1489,Finance,2022-02-08,2022-06-27,Inactive
1490,HR,2021-10-07,2022-07-03,Inactive
1491,Finance,2023-10-12,2023-11-02,Inactive
1492,HR,2022-12-17,,Active
1493,Finance,2022-08-03,2023-05-30,Inactive
1494,IT,2021-03-23,2023-10-27,Inactive
1495,IT,2022-10-02,2023-05-23,Inactive
1496,Finance,2023-03-05,2023-10-07,Inactive
1497,Finance,2023-01-14,2023-11-10,Inactive
1498,Marketing,2021-06-09,2023-10-15,Inactive
1499,Marketing,2021-07-14,,Active
1500,IT,2023-06-17,,Active
1501,HR,2023-02-26,2023-07-29,Inactive
1502,Operations,2023-12-14,,Active
1503,Finance,2023-06-11,2023-08-14,Inactive
1504,HR,2021-11-11,2023-06-14,Inactive
1505,Marketing,2023-11-12,,Active
1506,Operations,2021-06-28,,Active
1507,Sales,2022-09-27,2023-07-23,Inactive
1508,HR,2022-09-28,,Active
1509,Operations,2021-04-13,,Active
1510,Marketing,2022-08-10,2023-05-11,Inactive
1511,Operations,2022-09-04,2023-11-26,Inactive
1512,IT,2021-09-28,2022-09-05,Inactive
1513,Sales,2021-05-18,,Active
1514,Finance,2022-04-16,2022-12-05,Inactive
1515,Marketing,2022-02-02,2023-03-12,Inactive
1516,HR,2021-02-23,,Active
1517,Marketing,2022-12-19,,Active
1518,Sales,2021-06-05,,Active
1519,Marketing,2021-08-10,,Active
1520,Marketing,2022-08-26,,Active
1521,HR,2021-12-17,,Active
1522,HR,2021-07-12,2022-02-09,Inactive
1523,Finance,2021-05-21,,Active
1524,IT,2022-01-16,2023-05-01,Inactive
1525,IT,2021-07-30,2023-02-07,Inactive
1526,IT,2023-08-13,2023-12-08,Inactive
1527,Sales,2023-01-06,2023-06-20,Inactive
1528,HR,2021-11-21,2022-04-15,Inactive
1529,Finance,2021-03-27,,Active
1530,Finance,2023-10-08,,Active
1531,IT,2021-02-09,2021-02-10,Inactive
1532,HR,2022-09-26,2022-11-10,Inactive
1533,Marketing,2022-08-10,,Active
1534,Finance,2022-09-15,,Active
1535,IT,2022-10-03,,Active
1536,IT,2022-05-13,2022-08-04,Inactive
1537,IT,2022-07-30,2022-08-16,Inactive
1538,IT,2022-06-23,2022-11-25,Inactive
1539,Operations,2023-04-21,,Active
1540,Operations,2022-05-02,,Active
1541,Operations,2021-03-05,2022-04-20,Inactive
1542,Sales,2023-12-20,,Active
1543,Sales,2021-04-01,2021-10-08,Inactive
1544,HR,2022-12-03,,Active
1545,HR,2023-10-25,,Active
1546,IT,2023-01-15,2023-02-05,Inactive
1547,IT,2022-03-28,2023-02-07,Inactive
1548,Marketing,2022-09-12,2023-10-15,Inactive
1549,Operations,2022-08-02,,Active
1550,HR,2021-04-26,,Active
1551,HR,2023-03-02,2023-11-29,Inactive
1552,Sales,2022-12-08,,Active
1553,HR,2022-11-18,,Active
1554,Finance,2022-12-05,,Active
1555,Marketing,2021-05-25,,Active
1556,HR,2023-03-06,2023-12-03,Inactive
1557,Operations,2023-08-31,2023-11-12,Inactive
1558,IT,2021-12-16,2022-11-08,Inactive
1559,Finance,2022-05-14,2022-07-09,Inactive
1560,IT,2021-10-18,2022-12-03,Inactive
1561,Marketing,2022-05-15,,Active
1562,HR,2022-07-10,2023-07-21,Inactive
1563,HR,2022-06-25,2023-12-16,Inactive
1564,Marketing,2021-05-07,,Active
1565,IT,2023-07-11,2023-10-07,Inactive
1566,Marketing,2023-11-15,2023-12-10,Inactive
1567,Sales,2022-12-06,,Active
1568,HR,2022-04-08,,Active
1569,Operations,2023-12-22,2023-12-30,Inactive
1570,HR,2023-07-09,2023-07-11,Inactive
1571,Operations,2022-12-07,2023-03-02,Inactive
1572,IT,2023-09-07,,Active
1573,Finance,2022-10-24,2023-10-01,Inactive
1574,Sales,2021-10-13,,Active
1575,IT,2021-04-02,2022-05-12,Inactive
1576,Finance,2023-03-15,2023-11-16,Inactive
1577,IT,2022-09-12,2023-09-27,Inactive
1578,IT,2021-02-20,,Active
1579,Sales,2023-10-27,,Active
1580,Operations,2022-09-12,2023-09-02,Inactive
1581,Operations,2021-02-19,,Active
1582,Operations,2022-10-17,,Active
1583,IT,2022-04-16,2023-03-27,Inactive
1584,HR,2021-04-29,,Active
1585,Operations,2023-01-18,2023-07-07,Inactive
1586,Sales,2022-12-23,,Active
1587,Marketing,2021-11-03,,Active
1588,IT,2022-04-23,,Active
1589,Finance,2021-12-08,,Active
1590,Operations,2021-06-09,2022-11-18,Inactive
1591,IT,2023-01-13,,Active
1592,IT,2023-05-19,2023-10-27,Inactive
1593,Marketing,2023-07-09,2023-07-31,Inactive
1594,HR,2022-11-06,,Active
1595,Marketing,2021-02-08,2023-05-04,Inactive
1596,Finance,2021-03-07,,Active
1597,Operations,2023-10-06,,Active
1598,Sales,2022-01-03,2023-01-17,Inactive
1599,Operations,2023-09-10,2023-10-13,Inactive
1600,IT,2022-06-19,2023-08-01,Inactive
1601,IT,2022-03-01,,Active
1602,IT,2021-06-04,2022-03-02,Inactive
1603,IT,2022-07-14,,Active
1604,IT,2022-03-22,,Active
1605,Operations,2023-08-21,,Active
1606,Marketing,2023-03-03,2023-05-01,Inactive
1607,Finance,2022-02-06,2023-03-07,Inactive
1608,HR,2022-08-08,2023-12-11,Inactive
1609,Operations,2021-12-27,2022-04-20,Inactive
1610,HR,2023-04-24,2023-07-06,Inactive
1611,IT,2021-12-19,2023-02-16,Inactive
1612,Operations,2022-04-15,,Active
1613,Finance,2022-01-24,,Active
1614,HR,2021-06-07,,Active
1615,Marketing,2021-09-12,2022-08-20,Inactive
1616,IT,2022-06-12,2022-10-18,Inactive
1617,Finance,2021-04-16,,Active
1618,Finance,2021-06-26,2022-06-29,Inactive
1619,Marketing,2021-12-20,2023-07-28,Inactive
1620,IT,2023-01-06,2023-02-01,Inactive
1621,Operations,2022-08-03,2023-02-26,Inactive
1622,Finance,2023-06-12,,Active
1623,Marketing,2023-06-25,2023-07-17,Inactive
1624,IT,2022-12-02,,Active
1625,Sales,2023-02-24,,Active
1626,Sales,2021-10-31,,Active
1627,Finance,2021-09-09,2023-11-19,Inactive
1628,HR,2021-05-29,2023-07-29,Inactive
1629,IT,2023-02-18,2023-12-26,Inactive
1630,Finance,2023-09-25,2023-12-13,Inactive
1631,Marketing,2022-01-10,,Active
1632,Sales,2023-04-13,,Active
1633,Operations,2023-12-13,2023-12-23,Inactive
1634,Finance,2023-04-11,2023-09-13,Inactive
1635,Marketing,2023-07-25,,Active
1636,Marketing,2023-10-24,2023-11-24,Inactive
1637,Sales,2022-10-25,,Active
1638,Operations,2022-07-18,,Active
1639,IT,2021-07-28,2022-12-20,Inactive
1640,IT,2022-06-06,2022-06-09,Inactive
1641,Operations,2022-08-26,,Active
1642,Sales,2021-02-27,2023-03-24,Inactive
1643,Sales,2021-04-13,2022-03-06,Inactive
1644,IT,2023-02-22,,Active
1645,Operations,2021-06-27,,Active
1646,IT,2023-06-15,,Active
1647,HR,2021-03-13,2021-08-18,Inactive
1648,Operations,2021-06-11,,Active
1649,Finance,2022-01-05,,Active
1650,Marketing,2023-01-09,2023-08-19,Inactive
1651,IT,2023-06-23,2023-10-04,Inactive
1652,Finance,2021-11-10,,Active
1653,Marketing,2022-05-09,2022-12-18,Inactive
1654,HR,2022-04-02,,Active
1655,Marketing,2023-12-24,2023-12-29,Inactive
1656,Marketing,2021-08-07,,Active
1657,Finance,2022-09-20,2023-11-07,Inactive
1658,Finance,2023-11-12,,Active
1659,HR,2021-07-01,,Active
1660,IT,2023-09-25,,Active
1661,Marketing,2023-09-27,2023-10-01,Inactive
1662,Sales,2023-01-06,,Active
1663,HR,2022-08-08,,Active
1664,Sales,2022-08-15,2022-11-19,Inactive
1665,Marketing,2022-10-09,,Active
1666,HR,2022-12-19,2023-08-30,Inactive
1667,Sales,2022-02-12,,Active
1668,Sales,2023-06-02,2023-08-23,Inactive
1669,HR,2023-01-26,,Active
1670,Finance,2023-04-29,,Active
1671,Marketing,2022-01-28,,Active
1672,IT,2021-04-21,,Active
1673,Finance,2021-08-15,,Active
1674,Marketing,2023-08-29,,Active
1675,Operations,2023-02-12,2023-04-02,Inactive
1676,Operations,2022-10-11,,Active
1677,Finance,2022-07-25,,Active
1678,Operations,2023-12-15,2023-12-18,Inactive
1679,Sales,2023-08-27,,Active
1680,Finance,2021-11-08,,Active
1681,HR,2023-11-30,,Active
1682,Operations,2022-10-05,2023-08-10,Inactive
1683,Sales,2022-02-27,2022-08-22,Inactive
1684,Sales,2022-01-13,,Active
1685,Sales,2022-10-08,2023-07-15,Inactive
1686,Operations,2023-03-19,,Active
1687,Operations,2023-07-27,,Active
1688,Finance,2021-10-25,,Active
1689,Finance,2023-11-06,2023-11-22,Inactive
1690,HR,2022-12-26,,Active
1691,Finance,2022-09-25,2022-10-05,Inactive
1692,Operations,2021-07-16,,Active
1693,Finance,2023-08-11,2023-09-26,Inactive
1694,Marketing,2021-09-18,,Active
1695,Marketing,2023-02-26,,Active
1696,HR,2023-04-06,2023-10-29,Inactive
1697,Finance,2021-07-31,2021-10-30,Inactive
1698,Finance,2023-02-03,2023-11-09,Inactive
1699,IT,2022-03-23,,Active
1700,Finance,2021-02-16,2022-01-22,Inactive
1701,IT,2023-01-02,,Active
1702,Marketing,2021-07-21,,Active
1703,Sales,2023-06-04,,Active
1704,Operations,2023-11-12,,Active
1705,HR,2023-11-16,,Active
1706,HR,2021-10-29,,Active
1707,Finance,2023-08-04,2023-09-12,Inactive
1708,Sales,2021-11-18,2023-04-14,Inactive
1709,Operations,2022-04-04,2022-12-11,Inactive
1710,IT,2023-01-05,,Active
1711,Finance,2023-03-18,2023-07-25,Inactive
1712,HR,2021-10-01,2022-12-17,Inactive
1713,Marketing,2023-07-25,,Active
1714,IT,2021-02-14,2021-12-02,Inactive
1715,IT,2022-03-29,2023-03-05,Inactive
1716,Sales,2021-04-30,2023-01-28,Inactive
1717,HR,2022-12-06,2023-09-02,Inactive
1718,HR,2021-03-12,,Active
1719,Marketing,2021-10-05,,Active
1720,IT,2021-06-01,2023-02-24,Inactive
1721,Finance,2022-07-25,,Active
1722,Marketing,2021-08-02,,Active
1723,HR,2022-06-18,,Active
1724,Sales,2023-11-02,2023-11-03,Inactive
1725,Marketing,2022-02-08,2022-10-06,Inactive
1726,Marketing,2023-09-06,,Active
1727,Finance,2023-02-10,2023-11-13,Inactive
1728,Marketing,2021-11-07,2022-07-12,Inactive
1729,Operations,2021-11-20,2023-10-06,Inactive
1730,HR,2021-02-23,2023-12-31,Inactive
1731,Sales,2021-08-01,2021-10-18,Inactive
1732,Marketing,2021-06-11,2023-12-10,Inactive
1733,HR,2023-12-23,2023-12-27,Inactive
1734,IT,2023-08-04,2023-10-28,Inactive
1735,HR,2022-04-12,,Active
1736,IT,2021-01-26,2022-09-30,Inactive
1737,Finance,2021-11-17,,Active
1738,Operations,2021-05-02,,Active
1739,Operations,2021-02-28,2022-01-04,Inactive
1740,HR,2023-09-24,2023-12-15,Inactive
1741,Finance,2023-12-01,,Active
1742,Sales,2023-01-01,,Active
1743,Finance,2021-06-04,2023-05-15,Inactive
1744,Operations,2023-06-06,,Active
1745,Finance,2021-08-08,,Active
1746,Operations,2023-08-13,2023-08-27,Inactive
1747,HR,2021-12-24,2022-11-04,Inactive
1748,Marketing,2021-06-14,2023-10-15,Inactive
1749,Marketing,2021-09-05,2023-09-26,Inactive
1750,Finance,2022-12-23,2023-05-08,Inactive
1751,Marketing,2023-02-28,2023-05-13,Inactive
1752,HR,2022-06-11,,Active
1753,Sales,2023-05-14,2023-07-17,Inactive
1754,IT,2022-03-07,2023-07-22,Inactive
1755,Finance,2023-07-04,,Active
1756,IT,2022-06-10,,Active
1757,IT,2022-10-28,,Active
1758,Operations,2023-08-06,2023-10-03,Inactive
1759,IT,2022-03-18,2022-05-11,Inactive
1760,Operations,2023-02-20,,Active
1761,Finance,2021-05-01,,Active
1762,HR,2023-06-29,,Active
1763,Sales,2023-05-18,2023-08-30,Inactive
1764,IT,2023-12-15,,Active
1765,Finance,2021-06-26,2021-07-30,Inactive
1766,HR,2023-12-03,2023-12-19,Inactive
1767,Finance,2021-04-13,,Active
1768,Operations,2021-12-03,,Active
1769,HR,2023-07-01,,Active
1770,HR,2021-01-10,,Active
1771,Sales,2023-01-31,2023-12-04,Inactive
1772,Marketing,2022-03-11,,Active
1773,HR,2022-03-30,2023-01-29,Inactive
1774,Operations,2022-11-07,,Active
1775,Marketing,2022-04-28,,Active
1776,Operations,2023-03-02,,Active
1777,Finance,2021-12-19,2022-07-06,Inactive
1778,Finance,2021-12-05,,Active
1779,Operations,2023-02-06,2023-11-28,Inactive
1780,Finance,2022-09-01,,Active
1781,IT,2022-06-11,2022-07-03,Inactive
1782,Sales,2021-06-10,2023-11-11,Inactive
1783,IT,2021-01-01,2023-12-12,Inactive
1784,IT,2021-12-18,2023-12-15,Inactive
1785,Finance,2022-06-12,2023-04-09,Inactive
1786,IT,2021-09-14,2023-11-30,Inactive
1787,Operations,2022-04-21,,Active
1788,HR,2022-10-30,,Active
1789,Finance,2023-05-16,,Active
1790,Operations,2022-04-10,2023-06-07,Inactive
1791,Marketing,2023-09-27,,Active
1792,Finance,2022-10-07,2023-02-25,Inactive
1793,Finance,2021-06-23,2023-01-25,Inactive
1794,Operations,2023-10-07,2023-10-12,Inactive
1795,Marketing,2023-07-29,2023-09-29,Inactive
1796,IT,2023-04-08,,Active
1797,Operations,2022-09-10,,Active
1798,Marketing,2023-02-04,2023-09-27,Inactive
1799,Finance,2022-12-15,,Active
1800,Sales,2021-11-11,,Active
1801,Operations,2022-04-05,2022-10-03,Inactive
1802,Marketing,2021-11-25,,Active
1803,Finance,2021-11-29,2022-07-07,Inactive
1804,Finance,2023-02-13,2023-10-25,Inactive
1805,Finance,2021-03-11,,Active
1806,IT,2023-05-30,,Active
1807,Finance,2022-01-02,,Active
1808,IT,2022-02-25,,Active
1809,IT,2023-12-08,2023-12-29,Inactive
1810,Marketing,2023-12-31,2023-12-31,Inactive
1811,Finance,2022-02-10,,Active
1812,Marketing,2021-08-07,,Active
1813,IT,2023-02-23,2023-11-17,Inactive
1814,HR,2023-12-14,,Active
1815,HR,2021-05-07,2023-04-27,Inactive
1816,Finance,2022-11-25,,Active
1817,Operations,2021-04-04,2023-01-18,Inactive
1818,Operations,2021-07-23,,Active
1819,IT,2022-12-13,,Active
1820,Marketing,2021-06-19,2022-07-03,Inactive
1821,Finance,2022-11-08,2023-11-21,Inactive
1822,HR,2023-06-17,2023-12-14,Inactive
1823,Sales,2021-12-17,,Active
1824,Sales,2022-03-27,2023-06-20,Inactive
1825,Marketing,2022-05-09,2023-09-21,Inactive
1826,HR,2022-05-06,,Active
1827,Marketing,2021-03-16,2022-04-06,Inactive
1828,HR,2021-03-02,2023-06-30,Inactive
1829,Sales,2023-03-27,2023-04-09,Inactive
1830,Finance,2021-11-07,2022-06-12,Inactive
1831,Operations,2023-04-14,,Active
1832,Marketing,2023-12-16,2023-12-27,Inactive
1833,Sales,2021-04-27,,Active
1834,IT,2021-02-17,,Active
1835,HR,2022-10-10,2023-12-28,Inactive
1836,IT,2021-12-01,,Active
1837,HR,2022-12-06,2023-01-06,Inactive
1838,Marketing,2022-11-10,,Active
1839,Operations,2023-03-29,2023-04-02,Inactive
1840,Finance,2023-12-22,2023-12-25,Inactive
1841,IT,2023-04-27,2023-10-16,Inactive
1842,Operations,2022-09-04,,Active
1843,Operations,2022-12-15,,Active
1844,Operations,2021-01-26,,Active
1845,IT,2021-06-18,,Active
1846,Finance,2023-06-11,,Active
1847,HR,2022-01-05,2022-06-18,Inactive
1848,Operations,2021-04-19,,Active
1849,Sales,2023-07-09,2023-07-11,Inactive
1850,Finance,2023-02-06,,Active
1851,Marketing,2022-10-19,,Active
1852,Sales,2023-05-22,2023-06-03,Inactive
1853,Sales,2022-02-14,,Active
1854,Sales,2022-12-09,,Active
1855,Operations,2021-04-19,2021-09-06,Inactive
1856,Operations,2022-09-16,2023-12-21,Inactive
1857,Sales,2023-09-21,,Active
1858,Marketing,2021-12-04,,Active
1859,Operations,2022-05-29,,Active
1860,Sales,2022-08-24,2023-08-24,Inactive
1861,Marketing,2022-12-10,,Active
1862,HR,2022-12-20,,Active
1863,Operations,2021-04-01,,Active
1864,HR,2022-09-19,,Active
1865,Operations,2023-12-19,,Active
1866,Operations,2023-09-02,2023-11-29,Inactive
1867,Operations,2021-06-11,,Active
1868,IT,2022-02-08,2023-12-21,Inactive
1869,Sales,2022-09-10,,Active
1870,HR,2023-02-20,2023-06-17,Inactive
1871,Finance,2023-01-30,,Active
1872,Operations,2022-04-03,2023-01-09,Inactive
1873,Operations,2021-02-06,2022-06-30,Inactive
1874,IT,2023-01-27,2023-11-02,Inactive
1875,Finance,2022-07-01,,Active
1876,HR,2022-01-01,2023-02-18,Inactive
1877,Sales,2021-11-24,,Active
1878,Finance,2023-05-23,,Active
1879,Operations,2022-04-07,,Active
1880,Sales,2022-04-30,2022-09-19,Inactive
1881,IT,2023-07-19,,Active
1882,HR,2023-04-22,2023-07-26,Inactive
1883,Finance,2023-12-07,,Active
1884,Finance,2021-09-07,2023-03-05,Inactive
1885,Finance,2021-06-26,2022-08-18,Inactive
1886,Finance,2021-07-16,,Active
1887,Operations,2023-12-21,2023-12-21,Inactive
1888,IT,2021-12-11,2023-02-17,Inactive
1889,Sales,2021-09-09,2023-09-29,Inactive
1890,IT,2021-11-06,2023-04-21,Inactive
1891,Sales,2021-02-01,,Active
1892,Operations,2023-06-22,,Active
1893,HR,2021-06-06,2021-11-06,Inactive
1894,HR,2023-01-11,,Active
1895,Sales,2022-10-01,,Active
1896,Operations,2023-11-25,,Active
1897,IT,2021-01-31,,Active
1898,Sales,2021-02-01,,Active
1899,Finance,2023-10-28,2023-12-14,Inactive
1900,IT,2022-07-07,2023-07-22,Inactive
1901,Sales,2023-01-23,2023-03-21,Inactive
1902,Finance,2023-01-03,2023-06-03,Inactive
1903,Operations,2023-10-18,,Active
1904,Finance,2021-04-05,,Active
1905,Operations,2021-07-31,2022-10-16,Inactive
1906,Marketing,2021-10-10,,Active
1907,Marketing,2021-01-20,2022-03-02,Inactive
1908,HR,2021-08-06,2022-02-07,Inactive
1909,IT,2023-07-26,2023-09-20,Inactive
1910,Operations,2021-11-14,,Active
1911,Sales,2021-08-17,,Active
1912,Operations,2023-08-12,,Active
1913,Operations,2021-04-22,2021-12-20,Inactive
1914,HR,2021-05-22,2021-07-18,Inactive
1915,IT,2022-12-04,2023-05-01,Inactive
1916,Marketing,2023-11-01,,Active
1917,Finance,2021-07-13,,Active
1918,Marketing,2022-11-11,,Active
1919,Sales,2023-02-01,2023-08-22,Inactive
1920,IT,2023-01-30,2023-08-24,Inactive
1921,Operations,2023-11-01,2023-12-07,Inactive
1922,Marketing,2021-12-27,,Active
1923,Sales,2022-04-03,2023-02-04,Inactive
1924,Finance,2022-01-01,2023-08-22,Inactive
1925,Marketing,2023-09-23,,Active
1926,Marketing,2022-12-10,,Active
1927,Finance,2021-10-04,,Active
1928,HR,2022-09-23,2023-11-14,Inactive
1929,Finance,2022-09-19,2023-07-19,Inactive
1930,IT,2023-08-21,2023-11-14,Inactive
1931,IT,2021-05-07,2022-06-20,Inactive
1932,Operations,2022-11-09,,Active
1933,Marketing,2023-09-30,2023-12-25,Inactive
1934,Operations,2021-01-23,2021-12-29,Inactive
1935,Marketing,2021-03-08,2023-11-05,Inactive
1936,Operations,2023-03-29,,Active
1937,Sales,2023-05-19,2023-08-31,Inactive
1938,Operations,2021-04-21,,Active
1939,Finance,2021-01-05,2022-02-24,Inactive
1940,Sales,2022-05-11,,Active
1941,HR,2022-02-22,,Active
1942,Marketing,2021-12-17,,Active
1943,Sales,2023-02-13,,Active
1944,IT,2021-05-27,2021-10-11,Inactive
1945,Finance,2023-08-01,,Active
1946,IT,2022-07-08,2023-03-26,Inactive
1947,IT,2023-03-26,2023-06-06,Inactive
1948,Finance,2021-06-10,2022-04-23,Inactive
1949,HR,2021-12-20,,Active
1950,Sales,2023-02-21,,Active
1951,Sales,2022-09-13,,Active
1952,IT,2021-04-01,2023-09-20,Inactive
1953,Marketing,2022-06-27,2023-10-04,Inactive
1954,Sales,2022-11-02,,Active
1955,Sales,2023-10-13,,Active
1956,Operations,2022-04-01,,Active
1957,HR,2023-11-09,,Active
1958,Sales,2021-11-23,2023-01-07,Inactive
1959,Sales,2021-04-25,,Active
1960,Marketing,2022-10-26,,Active
