CompanyID,Department,Year,Quarter,Revenue,Expenses,Profit,ProfitMargin,EmployeeCount,EmployeeTurnoverRate,AverageSalary,CustomerSatisfaction,NetPromoterScore,MarketSharePercentage,ProductivityScore,RevenuePerEmployee,TrainingHoursPerEmployee,NewCustomers,CustomerRetentionRate,OperatingCostRatio
87,Marketing,2022,Q3,411416,60236,140223,0.4,99,0.13,72956,8.8,-46,49.18,79.1,32339.68,33.8,275,0.72,0.88
96,Sales,2022,Q2,237980,85568,276100,0.38,97,0.02,93830,10.0,-3,30.53,79.2,45441.24,47.7,318,0.6,0.54
81,HR,2023,Q4,504060,681615,213161,0.2,33,0.13,112681,5.4,-25,44.98,84.7,35283.34,36.7,328,0.75,0.71
81,HR,2022,Q3,937887,305745,360933,0.07,49,0.17,53133,9.9,23,15.43,79.3,29156.46,40.1,298,0.72,0.99
14,IT,2023,Q4,692735,422332,361595,0.3,85,0.19,52209,9.8,58,10.0,98.9,12762.31,18.8,370,0.85,0.73
9,IT,2022,Q4,829887,535119,127782,0.42,56,0.2,114681,9.3,84,27.49,71.7,13007.94,9.7,245,0.85,0.81
40,Finance,2022,Q2,439252,328496,274509,0.13,17,0.06,94345,7.3,36,41.5,95.0,26265.66,18.1,79,0.61,0.85
66,Sales,2022,Q1,536282,700009,344348,0.4,63,0.12,82585,9.4,22,34.46,64.0,44169.9,23.1,464,0.64,0.83
25,IT,2021,Q2,326301,309291,408216,0.26,18,0.1,74638,6.1,5,33.68,84.1,10184.84,36.0,352,0.92,0.76
73,IT,2022,Q2,924765,488866,329216,0.36,12,0.12,60645,9.0,80,5.79,85.9,49927.33,47.3,449,0.88,0.57
22,Operations,2021,Q3,445173,453562,62499,0.33,63,0.04,58408,5.9,75,19.29,90.9,44416.05,41.4,476,0.74,0.85
4,Sales,2021,Q2,401841,730516,267023,0.42,30,0.17,52521,9.1,90,47.28,80.1,22665.14,17.0,180,0.66,0.97
26,Finance,2022,Q1,904066,105904,341355,0.08,57,0.18,78221,8.1,8,11.04,67.9,16390.32,41.9,61,0.69,0.97
58,IT,2023,Q4,910993,328252,153979,0.4,56,0.1,61086,5.5,-13,37.69,74.8,46489.82,23.5,444,0.83,0.8
29,Finance,2023,Q2,511249,572247,158408,0.26,97,0.06,56923,9.5,34,39.17,70.9,10544.52,12.9,65,0.93,0.75
98,Marketing,2023,Q4,155063,839285,357364,0.18,77,0.04,47202,7.9,32,37.98,76.8,20628.05,25.8,462,0.82,0.67
87,Finance,2022,Q2,912353,396300,365991,0.07,93,0.14,77206,8.3,35,49.52,81.2,8776.06,30.3,166,0.61,0.55
37,HR,2023,Q4,643628,316320,193403,0.14,72,0.07,59885,6.4,-50,23.41,85.0,47905.8,39.4,198,0.83,0.94
75,HR,2021,Q2,687069,674747,483888,0.07,25,0.18,51218,9.4,86,35.7,93.8,32793.03,20.7,158,0.93,0.57
70,Finance,2023,Q3,901333,469136,381603,0.47,83,0.14,85692,7.7,77,13.71,96.4,20128.08,11.6,285,0.73,0.64
18,HR,2022,Q4,110638,235922,349899,0.28,99,0.13,92689,7.1,2,22.99,78.5,17396.74,9.2,363,0.93,0.87
85,Marketing,2023,Q2,317986,187901,340927,0.5,14,0.12,46716,7.7,37,27.12,63.5,24984.24,10.1,476,0.83,0.85
42,Sales,2021,Q2,406468,173225,211023,0.29,20,0.02,56088,8.5,87,14.67,91.9,9112.03,47.8,54,0.67,0.84
100,HR,2022,Q3,450500,543406,193581,0.16,38,0.19,71001,8.5,33,45.81,79.1,45020.7,47.8,229,0.65,0.87
41,HR,2023,Q3,321668,810135,399995,0.39,88,0.13,62584,6.8,26,37.23,81.9,27992.32,48.6,446,0.66,0.77
38,Finance,2022,Q3,394786,271738,278616,0.14,79,0.2,44286,6.9,-22,17.77,83.8,37629.42,18.6,386,0.84,0.58
34,Marketing,2022,Q4,615518,685181,425596,0.21,57,0.11,44739,7.8,-15,11.07,86.7,15518.56,13.6,445,0.81,1.0
17,Sales,2022,Q4,649666,528076,375296,0.4,24,0.14,70158,9.6,-24,17.95,95.6,27668.72,49.1,50,0.76,0.95
37,Finance,2023,Q3,937299,292726,168352,0.44,93,0.02,45605,8.7,95,33.03,98.1,14498.88,49.5,57,0.69,0.72
25,Finance,2022,Q1,435830,352811,162931,0.2,43,0.13,96492,7.0,-33,42.19,97.6,41724.26,8.5,193,0.92,0.77
76,Operations,2023,Q1,405019,771202,240413,0.11,69,0.16,43321,6.7,67,27.64,92.4,39887.38,38.9,192,0.67,0.7
87,Marketing,2021,Q2,218171,479059,451618,0.22,71,0.16,84541,7.6,86,9.61,95.6,11669.1,18.0,324,0.7,0.82
86,Sales,2023,Q1,462205,756168,149334,0.45,11,0.16,91701,9.3,16,16.22,62.0,8352.81,45.9,202,0.62,0.87
85,Marketing,2021,Q2,839089,473759,414282,0.38,89,0.05,52170,5.0,84,20.53,94.0,42088.85,9.0,336,0.7,0.62
27,Sales,2023,Q4,688665,515996,156626,0.45,28,0.2,96045,8.6,7,33.63,62.9,9934.16,45.0,179,0.92,0.72
57,Marketing,2022,Q4,884627,56611,17008,0.22,58,0.2,48933,6.5,-21,16.1,89.8,29681.78,5.1,170,0.67,0.82
31,Finance,2023,Q1,678979,400386,359995,0.49,87,0.02,49906,6.0,22,15.53,66.8,29051.93,28.5,108,0.67,0.99
6,Finance,2022,Q4,557519,883334,90799,0.27,97,0.19,63814,5.1,72,17.88,74.4,14132.48,20.1,266,0.81,0.66
91,IT,2021,Q3,554055,821812,288382,0.27,37,0.06,40818,9.5,31,31.66,67.4,31611.04,24.2,80,0.8,0.87
40,HR,2023,Q3,411207,345187,245018,0.47,57,0.14,48434,9.6,-34,27.17,77.7,27623.98,24.5,293,0.66,0.67
98,Operations,2022,Q1,716070,186343,485241,0.28,46,0.07,96153,5.3,83,42.87,76.5,27913.52,34.4,189,0.65,0.55
12,Marketing,2021,Q1,884184,389233,289297,0.41,83,0.19,70571,7.6,-12,36.41,61.9,21186.5,6.0,450,0.64,0.89
53,Operations,2021,Q2,178343,895177,69353,0.38,58,0.03,80694,5.8,8,35.01,93.2,42729.29,36.1,262,0.9,0.82
71,IT,2023,Q4,445215,540092,62092,0.09,57,0.1,85485,8.8,51,11.96,94.2,8796.68,6.0,78,0.83,0.76
10,HR,2021,Q2,745687,240191,253907,0.32,82,0.09,52069,8.3,-13,7.49,91.5,24738.04,13.3,213,0.93,0.84
45,Marketing,2022,Q2,655645,716933,184224,0.42,97,0.07,97198,6.5,53,27.95,93.9,16691.74,32.3,153,0.66,0.94
17,Sales,2021,Q3,565054,726769,59104,0.3,38,0.13,78662,5.6,-42,8.22,90.0,43179.5,8.9,112,0.76,0.88
26,HR,2021,Q3,918746,336608,165355,0.19,69,0.03,92169,9.2,-50,21.38,97.5,15128.62,49.6,64,0.86,0.93
85,Finance,2022,Q3,541913,299220,449645,0.09,38,0.15,112928,8.4,51,6.18,83.1,39516.12,40.3,335,0.67,0.65
92,IT,2021,Q3,694571,486056,480439,0.35,67,0.2,56102,5.0,36,12.96,83.3,32518.19,36.8,228,0.84,0.9
62,HR,2021,Q2,159567,692811,229606,0.19,57,0.16,73457,8.1,72,9.97,94.4,44365.56,17.0,60,0.77,0.68
46,HR,2021,Q3,409150,594950,458173,0.32,32,0.17,92290,9.1,-4,41.04,74.0,31720.73,7.2,490,0.75,0.51
64,Finance,2021,Q4,337778,854660,38887,0.24,36,0.08,51932,8.0,25,20.58,62.0,30041.8,49.0,62,0.83,0.52
2,Marketing,2022,Q3,241758,635009,449388,0.36,16,0.07,51766,7.1,-41,8.55,90.0,41050.85,11.7,264,0.76,0.87
54,Sales,2021,Q3,685894,712746,276499,0.21,58,0.11,53292,7.9,93,16.95,70.2,30311.89,42.4,360,0.89,0.64
65,Finance,2022,Q3,381035,843294,305845,0.07,63,0.02,87631,8.1,-8,35.73,79.0,43004.39,13.9,275,0.93,0.65
51,Sales,2021,Q1,545331,614396,182606,0.44,77,0.19,112944,8.2,85,38.55,69.6,7219.31,21.8,112,0.81,0.81
53,Marketing,2021,Q4,726020,141788,261420,0.21,87,0.04,116230,9.8,24,10.39,93.1,27281.74,36.2,304,0.71,0.87
36,HR,2021,Q4,816079,518239,81442,0.5,51,0.18,74533,5.9,54,40.04,98.3,41571.12,47.5,179,0.87,0.78
26,Sales,2021,Q2,916309,294437,464490,0.17,83,0.03,45778,8.1,-25,21.68,62.2,43176.43,5.9,489,0.66,0.85
29,IT,2022,Q2,349465,811299,481324,0.49,68,0.17,75059,5.9,-44,35.57,69.3,42532.49,16.7,312,0.63,0.97
21,IT,2022,Q3,324589,732561,22279,0.48,53,0.04,44866,6.0,28,35.22,67.6,32197.16,39.4,220,0.78,0.93
11,Finance,2022,Q1,638314,99966,184563,0.08,35,0.02,113965,8.3,-36,40.71,86.9,49728.71,12.8,464,0.83,0.62
40,Marketing,2023,Q2,382566,235846,130738,0.34,32,0.15,100661,9.6,80,36.37,77.1,13162.38,10.0,494,0.89,0.95
11,Finance,2021,Q2,395625,322530,479363,0.21,82,0.06,83352,5.8,93,6.75,78.3,12850.59,7.1,455,0.93,0.65
36,Finance,2021,Q3,975612,651516,149333,0.41,17,0.15,90736,9.8,38,28.38,66.3,6477.02,27.6,239,0.91,0.83
59,Operations,2022,Q3,733672,196297,145546,0.36,62,0.12,74075,6.6,46,12.48,76.6,49520.17,39.5,333,0.95,0.94
39,Finance,2023,Q2,352771,459909,101414,0.48,23,0.03,64104,7.0,91,48.65,72.1,20660.92,48.3,74,0.77,0.81
99,Operations,2021,Q2,158031,384341,300534,0.11,80,0.19,105827,5.8,-48,16.51,84.4,39292.44,17.0,498,0.71,0.9
54,IT,2022,Q4,969559,93021,430141,0.32,16,0.1,109222,8.1,22,23.9,68.7,7686.96,10.5,209,0.76,0.96
98,IT,2021,Q1,454398,431059,354318,0.4,18,0.15,41642,8.0,-20,13.85,84.6,18440.96,23.1,266,0.83,0.98
55,Finance,2021,Q4,692520,199333,462267,0.07,12,0.11,102845,7.2,68,11.06,75.1,33073.13,7.5,225,0.78,0.71
24,IT,2022,Q2,767372,470594,230079,0.08,87,0.12,48769,7.4,24,32.04,73.9,28615.1,19.9,385,0.82,1.0
22,Marketing,2022,Q4,442368,826934,14787,0.4,26,0.07,109445,8.1,-34,27.19,72.2,14348.67,33.9,270,0.91,0.64
69,Operations,2021,Q4,516673,136755,252951,0.21,53,0.05,90375,7.9,-48,21.86,87.0,25771.68,12.6,329,0.66,0.73
56,Operations,2021,Q2,563788,116330,214470,0.22,95,0.11,72078,6.9,72,8.84,82.5,9895.19,33.4,130,0.64,0.88
33,Finance,2022,Q3,860791,752726,199249,0.31,55,0.09,52268,9.4,4,38.12,94.1,29421.66,48.7,174,0.77,0.99
36,IT,2021,Q2,916392,619601,315868,0.32,99,0.08,50844,8.3,60,5.26,69.7,9362.36,43.9,219,0.94,0.53
20,Sales,2021,Q3,187695,284729,20663,0.36,67,0.14,114174,6.0,49,25.59,61.6,33617.1,21.1,119,0.62,0.97
83,Operations,2022,Q2,230066,807071,419336,0.48,37,0.14,100763,6.6,-11,33.47,67.3,11991.09,24.0,127,0.95,1.0
99,Finance,2021,Q2,238982,339176,163812,0.22,23,0.02,51233,8.9,71,24.38,73.7,29618.87,23.9,139,0.94,0.95
81,Finance,2021,Q2,364837,535179,143107,0.39,18,0.07,70496,5.5,-11,10.68,67.2,10810.43,43.7,429,0.7,0.55
62,Marketing,2023,Q1,739601,198430,110271,0.31,35,0.09,57806,8.8,-21,40.02,63.3,23031.97,49.7,397,0.91,0.92
98,HR,2022,Q3,653098,898142,460659,0.29,11,0.03,80326,6.8,-26,19.58,77.8,20832.42,42.2,160,0.6,0.82
73,HR,2023,Q1,644380,407470,77388,0.23,84,0.05,118807,7.8,-44,11.06,87.1,39038.48,30.1,213,0.76,0.5
26,Operations,2023,Q2,581995,398301,62335,0.34,90,0.02,79513,6.4,41,29.76,90.1,33852.27,9.4,464,0.74,0.99
66,Marketing,2023,Q4,682393,492037,53315,0.16,43,0.2,91761,9.9,54,5.86,75.9,47169.0,48.0,177,0.92,0.58
73,Marketing,2021,Q1,785865,78365,467381,0.1,28,0.15,59465,9.5,72,19.58,79.1,46485.98,43.7,204,0.77,0.7
73,Marketing,2021,Q3,304300,325333,377066,0.38,48,0.03,79502,9.6,30,38.78,90.2,37624.82,42.9,243,0.75,0.52
40,Operations,2023,Q2,390699,519965,318771,0.27,91,0.01,119396,5.9,45,46.07,74.1,39676.36,22.6,222,0.82,0.65
17,HR,2023,Q1,696222,581536,411519,0.22,22,0.15,48250,9.2,-50,31.63,91.4,33121.06,25.1,349,0.73,0.78
1,Marketing,2023,Q4,697076,54369,59334,0.3,14,0.09,100503,7.7,40,14.79,98.7,36124.85,10.4,362,0.79,0.97
89,IT,2021,Q1,963689,506979,196964,0.17,59,0.16,61310,8.5,-44,14.9,95.2,32775.01,47.2,70,0.93,1.0
61,Finance,2023,Q3,904371,865037,202268,0.17,32,0.19,72206,6.1,69,32.17,78.1,19029.43,47.4,360,0.67,0.71
43,Finance,2023,Q1,505041,886048,337844,0.25,97,0.12,49764,8.6,80,23.3,83.2,20781.03,16.4,158,0.76,0.71
42,Sales,2022,Q4,584003,497695,49726,0.5,38,0.05,95596,9.6,43,12.98,88.7,30863.02,36.3,448,0.61,0.58
25,Sales,2022,Q4,595707,415863,216823,0.18,81,0.16,52842,6.3,78,40.43,74.0,37407.96,14.2,467,0.89,0.75
39,Operations,2021,Q3,255223,221955,190678,0.46,35,0.19,42976,6.2,47,14.01,92.0,23275.36,22.7,409,0.63,0.97
35,Operations,2022,Q4,752356,607343,258045,0.27,88,0.12,47426,5.5,-8,19.47,77.5,11420.05,18.6,436,0.63,0.58
3,Finance,2022,Q2,624324,774091,302838,0.11,66,0.14,62887,6.3,2,7.76,93.9,25673.77,22.5,178,0.91,0.63
44,IT,2022,Q4,456092,428824,172325,0.43,10,0.07,66710,7.7,51,36.56,70.2,48343.45,18.9,329,0.74,0.95
51,HR,2021,Q2,970139,319594,165302,0.25,37,0.08,81387,9.2,88,17.39,60.5,14633.91,20.5,476,0.84,0.81
94,HR,2022,Q1,663339,183997,195046,0.45,71,0.15,87470,6.4,-50,15.48,85.3,34208.11,40.6,76,0.9,0.67
98,Operations,2021,Q2,591513,523267,335689,0.25,56,0.19,46486,8.1,-37,18.65,78.1,49214.38,18.5,442,0.73,0.91
12,IT,2023,Q2,180738,100272,420141,0.09,87,0.13,79258,7.4,71,44.34,62.4,21930.7,41.7,393,0.69,0.55
19,Operations,2022,Q1,435740,55310,278177,0.36,68,0.16,62623,6.4,-30,28.31,79.5,44954.76,30.6,450,0.66,0.93
44,HR,2021,Q4,684359,81817,72461,0.43,40,0.04,63806,7.6,-17,12.1,66.7,43880.39,40.1,141,0.81,0.76
59,Operations,2022,Q2,230613,558350,274809,0.19,79,0.05,45973,5.8,54,39.85,85.2,20257.02,46.4,344,0.69,0.88
49,Marketing,2023,Q4,173601,536160,299169,0.21,58,0.11,86215,8.2,-37,14.38,77.8,9433.28,11.2,104,0.82,0.76
61,Operations,2021,Q1,129873,487744,426749,0.08,14,0.04,85939,5.6,71,23.56,66.8,13034.26,20.5,245,0.71,0.62
17,Finance,2021,Q3,792008,790176,449113,0.29,40,0.13,69157,8.7,31,30.56,76.5,21458.71,7.5,430,0.72,0.82
74,Operations,2021,Q4,171468,132641,349805,0.45,46,0.07,45521,5.9,97,31.3,69.3,48161.04,23.3,270,0.69,0.58
57,Finance,2023,Q4,912902,789443,392617,0.43,88,0.16,52891,10.0,9,8.11,86.1,17350.26,15.7,350,0.75,0.61
55,IT,2023,Q3,820489,781670,293142,0.37,24,0.16,62474,9.1,86,42.66,71.8,46708.91,30.7,205,0.66,0.77
47,HR,2023,Q3,108328,589745,333392,0.47,61,0.1,66507,6.7,64,26.57,92.9,13161.41,40.3,489,0.71,0.69
12,Sales,2021,Q1,237405,92311,114493,0.34,78,0.04,50687,7.1,-18,49.52,60.6,48641.56,26.9,150,0.87,0.87
62,Sales,2023,Q4,875807,201958,295201,0.41,20,0.13,51009,6.3,-2,37.28,76.1,18212.2,20.0,462,0.68,0.79
80,HR,2022,Q4,221173,520328,89244,0.28,52,0.2,84291,8.8,-47,49.67,84.7,33489.15,11.9,285,0.93,0.69
88,Sales,2023,Q1,146638,494093,224680,0.1,79,0.13,88296,6.9,72,25.41,60.9,8136.11,6.2,334,0.77,0.66
83,Operations,2021,Q4,897700,697861,211703,0.14,32,0.02,80225,8.8,-35,11.34,68.6,18484.89,35.5,118,0.64,0.96
8,IT,2022,Q2,301675,409571,369175,0.11,49,0.01,74828,5.1,-25,37.73,73.1,14481.97,6.4,316,0.93,0.52
95,IT,2023,Q2,213920,872613,384857,0.41,72,0.07,76102,5.7,19,40.0,60.9,5153.75,46.4,435,0.76,0.85
21,HR,2022,Q2,996811,214334,115887,0.06,11,0.05,96342,6.8,-14,43.38,81.9,12054.64,31.7,187,0.79,0.7
81,Sales,2022,Q4,510261,443238,77173,0.3,88,0.16,73712,5.5,99,18.57,85.2,31689.66,20.9,297,0.66,0.69
87,Operations,2021,Q2,796101,837560,221278,0.22,96,0.17,66823,8.0,-44,27.98,69.1,22546.41,6.9,152,0.72,0.83
80,IT,2022,Q2,535986,653810,48734,0.41,95,0.06,45361,5.3,-21,43.59,81.7,37515.69,23.6,157,0.85,0.93
70,IT,2022,Q1,107887,213394,72072,0.3,82,0.07,78052,9.3,23,43.91,100.0,35198.36,44.0,249,0.64,0.86
72,Marketing,2021,Q1,853266,98929,467391,0.33,56,0.05,63265,8.8,70,6.16,95.5,40968.48,48.6,424,0.8,0.84
25,Marketing,2021,Q3,124918,655984,244046,0.09,39,0.18,82012,6.1,-45,35.19,62.3,44016.13,8.8,264,0.84,0.75
82,IT,2021,Q3,921929,427389,204855,0.19,25,0.11,50916,7.4,-27,32.08,65.1,41892.15,40.0,204,0.6,0.73
89,HR,2022,Q3,455706,846240,366338,0.5,68,0.13,115045,7.3,70,8.75,79.8,25162.74,16.6,136,0.89,0.73
12,Finance,2022,Q3,816369,669436,211811,0.37,56,0.09,85532,8.6,92,46.86,69.8,18892.75,22.1,417,0.62,0.57
15,Finance,2022,Q1,374073,496098,228126,0.29,39,0.13,87659,7.0,34,25.04,63.2,27603.61,29.6,468,0.69,0.78
59,Operations,2021,Q1,606508,858157,454258,0.4,18,0.08,54003,5.2,82,35.34,70.2,29080.78,49.8,258,0.94,0.66
26,IT,2023,Q1,726489,384678,193429,0.42,74,0.07,82634,6.4,38,44.73,62.4,19092.85,14.4,227,0.63,0.81
26,IT,2022,Q2,620337,352094,149741,0.08,68,0.13,114992,7.3,-15,10.86,81.2,29300.29,10.9,123,0.89,0.77
47,IT,2023,Q2,834459,794314,123272,0.49,73,0.12,51369,9.9,37,43.51,79.6,9760.08,31.8,307,0.83,0.97
32,HR,2021,Q3,478710,133576,77902,0.34,17,0.07,59329,9.4,-6,37.59,60.3,15396.88,43.4,322,0.81,0.72
10,Marketing,2022,Q2,390690,70557,394391,0.25,61,0.04,118754,5.9,-41,42.78,79.3,38572.16,34.2,400,0.8,0.83
16,IT,2023,Q4,309496,596113,422126,0.36,27,0.08,52410,8.6,3,27.27,80.8,13227.45,20.6,385,0.66,0.8
71,IT,2022,Q1,792698,321142,66959,0.21,91,0.09,69730,9.7,19,6.51,84.2,11256.7,49.0,73,0.83,0.84
17,Sales,2022,Q3,527499,86080,106623,0.45,67,0.13,42665,5.0,34,35.17,98.8,17930.44,49.8,362,0.93,0.63
23,HR,2022,Q3,706782,833103,141438,0.4,58,0.18,79899,8.6,-19,21.85,99.3,21697.21,39.7,120,0.63,0.63
26,Operations,2023,Q4,571386,238869,58415,0.34,41,0.02,77703,7.3,-8,23.11,81.1,19784.69,41.1,132,0.72,0.78
85,IT,2021,Q2,840147,721162,134716,0.13,57,0.06,105951,8.4,67,24.86,93.8,21857.24,39.2,449,0.77,0.92
86,Sales,2022,Q3,408710,543844,393353,0.48,54,0.05,64172,8.0,70,27.18,63.4,11296.06,16.6,402,0.68,0.86
7,Finance,2021,Q2,447608,616695,19907,0.24,63,0.11,42684,9.9,-36,34.79,81.2,12442.78,11.8,341,0.86,0.74
14,Operations,2021,Q2,858141,170283,367969,0.46,94,0.09,113030,6.4,15,37.7,87.2,15612.57,29.9,350,0.84,0.63
79,IT,2023,Q4,228279,63338,42780,0.07,55,0.15,59750,8.9,92,39.96,82.6,23089.64,47.9,59,0.64,0.88
7,IT,2023,Q3,181991,650577,461095,0.11,40,0.06,59887,6.2,64,35.22,69.2,20115.46,44.5,368,0.8,0.96
9,Sales,2021,Q2,454824,514736,488375,0.12,46,0.12,60826,7.2,30,41.16,62.5,40610.07,9.8,92,0.73,0.61
48,HR,2022,Q2,390157,724255,45085,0.12,25,0.18,46180,9.9,-31,10.5,75.5,28648.31,7.6,100,0.68,0.9
72,IT,2023,Q4,152132,228982,468715,0.2,55,0.18,86779,8.8,-45,42.66,85.9,30906.55,44.3,256,0.9,0.59
59,Finance,2022,Q4,355069,159367,292570,0.37,55,0.19,108095,6.6,28,22.43,99.7,30226.68,32.6,156,0.62,0.95
87,IT,2022,Q2,585714,378042,451413,0.21,87,0.16,102288,8.1,74,28.79,69.5,22944.88,18.7,308,0.76,0.82
93,Finance,2022,Q4,783444,691774,279629,0.47,97,0.18,80905,5.2,94,24.52,96.7,49121.75,30.3,243,0.77,0.59
82,Operations,2021,Q2,994287,398684,321671,0.45,98,0.05,109507,6.3,69,26.41,62.7,6679.79,15.0,284,0.8,0.52
95,Operations,2022,Q3,776503,544775,467816,0.43,70,0.05,96068,8.6,-25,17.84,97.2,14712.7,47.6,212,0.67,0.85
94,Marketing,2021,Q1,191627,788497,396748,0.16,55,0.01,58113,7.9,-29,12.65,93.3,17809.46,42.2,118,0.9,0.8
39,Marketing,2021,Q4,222772,493853,239632,0.34,60,0.14,82861,7.3,13,9.72,60.8,44658.41,48.3,384,0.94,0.81
99,Finance,2022,Q1,329415,830343,266216,0.3,71,0.19,118487,8.5,7,25.31,71.9,46349.11,13.4,341,0.79,0.74
18,HR,2022,Q2,765582,710709,256209,0.11,44,0.05,65617,7.0,-14,10.64,62.0,43074.67,43.0,354,0.69,0.81
59,IT,2022,Q2,613277,876395,101005,0.19,90,0.13,42583,5.1,27,16.02,99.8,23762.79,30.2,306,0.91,0.94
17,IT,2022,Q2,359013,450966,484655,0.29,51,0.15,66250,7.2,70,11.01,77.1,46158.08,19.6,475,0.95,0.98
14,Marketing,2021,Q1,950500,407073,471964,0.28,54,0.19,43055,9.5,-23,9.91,86.5,9432.86,26.6,474,0.86,0.67
31,Finance,2022,Q2,517165,727823,68528,0.13,77,0.13,112337,9.3,-2,44.71,69.4,34359.56,47.5,378,0.72,0.74
24,IT,2022,Q4,116116,649223,130631,0.47,84,0.19,74426,7.0,16,35.33,97.3,47175.07,36.1,234,0.68,0.64
99,IT,2021,Q3,806412,764152,299943,0.12,56,0.08,100532,5.1,52,46.57,71.0,38970.49,21.2,304,0.65,0.71
60,HR,2023,Q3,675657,850118,263786,0.35,88,0.08,49933,8.2,75,33.98,70.4,17504.02,50.0,165,0.68,0.9
45,Sales,2023,Q4,804177,549555,449555,0.37,39,0.11,71979,8.7,42,42.98,72.6,37287.76,20.6,453,0.68,0.71
98,Marketing,2021,Q3,989532,113528,419303,0.32,33,0.08,85047,6.5,36,29.99,78.5,18264.35,41.6,63,0.94,0.7
3,Marketing,2023,Q1,333982,674099,410662,0.43,75,0.01,44137,7.4,36,25.82,60.7,10021.2,40.3,427,0.83,0.93
37,Sales,2021,Q2,838563,558907,191532,0.3,52,0.15,51423,10.0,4,28.78,83.9,37274.97,37.5,264,0.66,0.5
43,IT,2022,Q2,305383,334931,366961,0.42,43,0.15,74482,7.9,88,19.41,61.3,13065.2,35.1,142,0.77,0.93
40,HR,2022,Q2,391799,427757,330404,0.06,32,0.15,84156,6.8,-38,34.61,81.6,9997.92,9.9,283,0.66,0.59
90,HR,2023,Q1,288874,762787,155949,0.07,70,0.08,92483,8.1,77,45.37,78.3,29829.2,49.8,229,0.81,0.64
55,Marketing,2022,Q1,671920,834429,269673,0.34,46,0.11,74754,5.9,13,40.21,69.7,32928.14,12.2,103,0.72,0.68
87,HR,2023,Q1,311284,154887,427939,0.31,22,0.08,76312,6.0,0,25.79,73.2,7297.53,31.8,354,0.67,0.94
39,Operations,2023,Q4,786136,111086,285087,0.34,80,0.01,63363,9.6,25,47.93,88.2,5201.1,16.2,79,0.68,0.95
15,Sales,2022,Q1,536441,305494,413522,0.4,16,0.12,57085,6.2,-29,49.34,60.4,44693.16,12.6,436,0.84,0.83
4,IT,2022,Q3,291082,558889,177856,0.24,51,0.03,96889,6.6,9,27.19,72.7,10186.37,30.2,61,0.74,0.72
93,Operations,2023,Q4,313807,637596,393545,0.34,47,0.03,119951,7.7,79,43.91,87.2,31275.41,42.6,160,0.78,0.76
86,Sales,2022,Q4,296523,327941,161527,0.27,61,0.15,96414,9.5,5,5.21,66.1,47909.58,22.0,464,0.89,0.79
25,Finance,2021,Q4,804172,317446,231099,0.33,53,0.01,87052,8.9,46,8.0,82.4,28035.96,8.5,470,0.83,0.98
13,Marketing,2022,Q1,573818,506388,212520,0.18,73,0.19,72691,5.2,-48,6.01,66.8,11290.91,33.1,460,0.76,0.98
82,HR,2022,Q4,381039,612347,433190,0.48,22,0.11,112195,8.5,4,39.79,66.2,22706.8,39.5,421,0.93,0.92
33,Finance,2021,Q1,335892,181980,37371,0.27,97,0.2,94697,7.5,33,8.59,90.9,33081.9,18.3,457,0.68,0.79
16,HR,2022,Q1,837696,765612,108746,0.41,37,0.02,43044,7.4,-23,5.77,70.7,39327.78,36.1,161,0.7,0.7
42,Operations,2022,Q4,342718,523875,111248,0.36,91,0.12,43883,8.5,73,11.63,75.0,32312.21,8.4,218,0.92,0.62
66,IT,2023,Q2,817167,193949,407152,0.18,10,0.08,71712,6.0,-43,18.78,89.2,6544.21,21.3,153,0.9,0.77
55,IT,2022,Q2,647374,326383,174238,0.08,52,0.17,61545,9.9,-48,25.91,67.2,11439.63,26.3,497,0.65,0.67
99,IT,2022,Q4,185637,77313,297871,0.08,51,0.08,58204,8.2,43,7.94,81.3,21731.08,40.2,60,0.93,0.54
42,HR,2021,Q2,575243,92103,124000,0.25,59,0.06,63268,6.8,38,27.45,96.7,36757.12,20.2,396,0.6,0.74
34,Finance,2023,Q3,782567,229480,73969,0.27,69,0.17,76139,8.0,43,16.16,82.2,31294.76,25.4,378,0.89,0.79
30,IT,2023,Q3,469478,526467,431584,0.14,10,0.08,115652,6.1,38,17.35,62.0,7011.27,33.3,321,0.7,0.81
13,Finance,2023,Q1,776257,138771,78531,0.32,60,0.01,68436,8.2,8,41.99,83.6,40859.87,33.1,63,0.67,0.54
13,HR,2022,Q2,687371,176228,49097,0.19,25,0.08,108324,5.1,-23,49.41,63.6,32230.6,28.3,224,0.76,0.74
18,Operations,2023,Q3,195028,141665,176056,0.37,48,0.13,44125,6.7,11,25.87,71.3,44921.75,19.8,207,0.91,0.83
32,Finance,2021,Q4,953389,846966,60859,0.38,24,0.06,109142,8.7,0,19.48,94.0,23794.39,35.1,159,0.88,0.98
96,Operations,2023,Q2,721839,879492,447507,0.44,42,0.09,81534,9.0,-44,46.92,60.4,27059.08,42.7,201,0.94,0.51
99,HR,2021,Q3,964938,853621,206300,0.49,96,0.02,82973,6.3,-28,27.52,63.1,23249.78,11.9,283,0.79,0.84
39,HR,2023,Q3,762643,660355,495315,0.11,62,0.12,116369,7.7,-5,37.87,74.5,37510.45,20.3,190,0.78,0.53
46,Marketing,2023,Q4,718312,847399,163222,0.22,26,0.15,73521,7.6,27,23.62,100.0,38845.89,35.1,168,0.6,0.58
